0.086699851,0.085062258,0.08343704,0.081824929,0.080226712,0.103514493,0.078643233,0.077075414,0.075524226,
0.073990703,0.072475977,0.070981257,0.069507815,0.068057053,0.09033367,0.066630438,0.065229565,0.087153181,0.063856117,0.085583702,0.062511906,0.084029108,0.061198868,0.082490236,0.059919041,0.080967985,0.0586746,0.079463311,0.057467848,0.077977233,0.056301206,0.076510824,0.055177219,0.08726804,0.075065248,0.054098547,0.08567559,0.073641725,0.053067949,0.084097147,0.072241567,0.052088279,0.082533516,0.070866153,0.05116247,0.080985554,0.069516949,0.050293487,0.079454169,0.068195514,0.049484331,0.077940352,0.066903502,0.048737977,0.076445132,0.065642633,0.048057355,0.074969642,0.064414747,0.04744529,0.07351505,0.063221768,0.046904467,0.072082624,0.062065698,0.046437379,0.070673726,0.060948648,0.046046268,0.092343338,0.069289774,0.059872795,0.045733079,0.09077321,0.0679323,0.058840405,0.045499425,0.089217074,0.06660293,
0.057853799,0.045346539,0.06530337,0.056915361,0.04527523,0.064035438,0.056027509,0.045285892,0.062801048,0.05519269,0.045378465,0.083148077,0.06160222,0.054413337,0.045552444,0.081674047,0.060441069,0.053691875,0.045806911,0.080219232,0.059319809,0.053030659,0.046140525,0.078784689,0.058240741,0.052431967,0.046551589,0.077371553,0.057206254,0.051897973,0.047038075,0.075981013,0.05621881,0.05143068,0.047597665,0.074614339,0.055280928,0.102901451,0.051031929,0.048227817,0.073272854,0.054395173,0.050703336,0.048925806,0.071957976,0.053564131,0.050446268,0.049688771,0.070671193,0.052790385,0.099120885,0.101596206,0.050261825,0.05051377,0.069414057,0.052076489,0.050150808,0.051397815,0.06818822,0.051424939,0.096710466,0.050113704,0.052337911,0.06699539,0.050838128,0.050150678,0.053331099,0.065837368,0.050318319,0.050261568,0.054374468,0.064716011,0.049867615,0.112103775,0.050445888,0.055465184,0.063633278,0.049487896,0.092184447,0.092749007,0.050702829,0.056600511,0.06259115,0.049180813,0.091119736,0.091333486,0.051031303,0.057777822,0.061591707,0.048947729,0.108064935,0.090083659,0.051429935,0.058994599,0.060637049,0.048789706,0.089077234,0.088560395,0.051897109,0.060248453,0.05972933,0.048707478,0.105462551,0.088101469,0.087204657,0.052430995,0.06153712,0.058870714,0.04870142,0.087157398,0.085870773,0.053029574,0.062858455,0.058063384,0.048771568,0.086246051,0.084559768,0.053690683,0.064210445,0.057309508,0.048917592,0.085368492,0.054412048,0.065591194,0.056611218,0.04913881,0.084525764,0.102740109,0.082010768,0.055191301,0.066998921,0.055970598,0.049434226,0.083718911,0.111405335,0.080775075,0.056026027,0.068431959,0.05538965,0.049802504,0.098150723,0.082948998,
0.079566866,0.056913789,0.069888756,0.054870263,0.050242055,0.097012527,0.082217045,0.098339349,0.078387424,0.057852142,0.07136786,0.054414209,0.050751019,0.095899545,0.081524089,0.077238053,0.058838665,0.0728679,0.054023083,0.051327333,0.094812676,0.080871128,0.076120123,0.059870981,0.074387625,0.053698309,0.051968757,0.080259137,0.075035036,0.060946759,0.075925842,0.053441096,0.052672915,0.079689056,0.09270782,0.073984243,0.062063742,0.077481456,0.053252421,0.053437322,0.091717869,0.079161793,0.072969221,0.063219748,0.079053439,0.053133015,0.054259434,0.090744682,0.078678213,0.090007558,0.071991473,0.064412668,0.08064083,0.053083349,0.055136673,0.089802302,0.078239121,0.071052559,0.065640494,0.053103615,0.056066446,0.088891722,0.077845268,0.070154019,0.066901304,0.053193729,0.057046186,0.088013925,0.077497356,0.06929744,0.068193272,0.053353347,0.058073368,0.087169893,0.077195987,0.084874801,0.068484381,0.069514655,0.053581841,0.059145514,0.086360618,0.076941729,0.093232259,0.06771642,0.070863806,0.053878337,0.060260229,0.085587092,0.076735035,0.09196835,0.082458965,0.066995107,0.072239183,0.054241721,0.061415192,0.084850289,0.076576293,0.090727769,0.081292666,0.066321954,0.073639296,0.054670654,0.062608175,0.084151179,0.0764658,0.089511484,0.065698452,0.055163614,0.063837051,0.0834907,0.076403774,0.079049423,0.065126024,0.055718895,0.065099791,0.082869783,0.076390333,0.087155856,0.077975057,0.064606033,0.077974692,0.056334659,0.066394448,0.082289316,0.076425493,0.086018622,0.076933965,0.064139746,0.057008944,0.067719206,0.081750169,0.076509185,0.084909894,0.075927518,0.06372834,0.057739701,0.069072321,0.081253164,0.076641262,0.083830811,0.07495711,0.063372895,0.058524814,0.070452169,0.080799066,0.076821469,0.082782529,0.074024156,0.06307435,0.059362125,0.071857207,0.08038862,0.077049471,0.081766233,0.073130101,0.06283351,0.060249459,0.073285982,0.080022484,0.077324837,0.080783129,0.072276369,0.062651053,0.061184641,0.074737139,0.079701282,0.077647075,0.079834446,0.071464427,0.062527485,0.06216551,0.076209396,0.079425544,0.078015596,0.078921422,0.070695698,0.062463157,0.063189939,0.077701554,0.079195753,0.078429744,0.078045309,0.069971606,0.062458247,0.064255841,0.079212494,0.079012305,0.078888811,0.077207357,0.069293566,0.06251277,0.065361194,0.080741152,0.078875534,0.079392008,0.076408841,0.068662927,0.062626578,0.066504031,0.082286544,0.078785673,0.079938516,0.07565099,0.068081014,
0.062799335,0.067682445,0.083847746,0.078742884,0.09100356,0.080527432,0.074935041,0.067549087,0.063030571,0.068894617,0.07874725,0.081157848,0.074262217,0.067068331,0.063319638,0.07013879,0.078798756,0.081828803,0.073633693,0.066639856,0.063665748,0.071413301,0.078897312,0.087744251,0.082539305,0.073050611,0.066264674,0.064067982,0.072716549,0.079042748,0.086716264,0.083288342,0.072514072,0.065943696,0.064525276,0.074047022,0.079234794,0.085719272,0.084074892,0.072025105,0.065677717,0.065036491,0.075403266,0.079473123,0.084754385,0.084897898,0.071584702,0.065467402,0.06560035,0.07975731,0.083822697,0.085756324,0.071193747,0.065313302,0.066215508,0.078187712,0.096813135,0.080086879,0.082925335,0.086649105,0.070853077,0.065215804,0.066880561,0.080461264,0.082063414,0.087575205,0.070563398,0.065175168,0.067594022,0.080879837,0.081238084,0.088533565,0.07032536,0.065191492,0.068354391,0.08134193,0.080450445,0.089523152,0.070139483,0.065264739,0.069160104,0.084010586,0.081846803,0.079701632,0.09054295,0.070006177,0.065394722,0.070009604,0.082393661,0.078992739,0.091591939,0.06992574,0.065581098,0.070901319,0.082981676,0.078324862,0.092669137,0.069898367,0.065823391,0.071833678,0.083609983,0.07769905,0.093773566,0.069924116,0.066120982,0.072805114,0.084277682,0.077116325,0.094904281,0.070002921,0.066473126,0.073814087,0.084983841,0.076577678,0.096060343,0.070134617,0.066878974,0.074859075,0.085727513,0.07608404,0.070318893,0.067337543,0.075938597,0.08650773,0.07563629,0.070555337,0.067847766,0.0770512,0.087323509,0.075235255,0.070843436,0.068408497,0.078195475,0.088173866,0.07488168,0.071182564,0.069018491,0.079370044,0.089057811,0.074576244,0.071571983,0.069676459,0.080573589,0.089974351,0.074319534,0.07201089,0.07038106,0.081804827,0.090922497,0.074112065,0.072498374,0.071130909,0.083062522,0.091901287,0.073954247,0.073033474,0.071924582,0.084345505,0.092909731,0.073846392,0.073615141,0.072760649,0.085652627,0.093946889,0.073788732,0.074242294,0.073637672,0.086982809,0.073781371,0.074913777,0.074554197,
0.096103586,0.073824339,0.075628422,0.075508788,0.089708216,0.07391753,0.076385006,0.076500028,0.074060775,0.0771823,0.077526495,0.092513934,0.074253768,0.078019053,0.078586824,0.093944669,0.074496128,0.078894019,0.07967966,0.074787378,0.079805933,0.080803677,0.075126946,0.080753542,0.081957594,0.075514182,0.081735611,0.083140172,0.075948358,0.082750909,0.084350206,0.076428667,0.08379823,0.076954253,0.084876381,0.086848006,0.077524193,0.085984215,0.07813751,0.087120593,0.078793205,0.088284411,0.079490215,0.092124604,0.080227472,0.090690129,0.081003867,0.081818305,0.082669638,0.094478823,0.083556756,0.084478527,0.097113766,0.085433826,0.086421542,0.08744058,0.08848986,0.089568309,0.104034379,0.090674892,0.091808595,0.092968419,0.108385988,
0.094153404,0.095362604,0.097850069,0.101741128, 
